id,user_description,user_location,text,id_str,created,retweet_count,city,date,text_eng,neg,neu,pos,compound,sentiment
49207,"Hospitality & Communication, designer, guide, Homo Ludens/Faber. art, music, writing. VTS. 4 rules of the wolves.",arnhem (amsterdam veluwe),als de ontkenners zwaar covid_19 krijgen willen ze naar t ziekenhuis. maar daar is nu al nauwelijks plek of verzorging. zonder maatregelen hadden we minimaal 200.000 doden. solidair zijn met de zorg werkers schijnt moeilijk te zijn.,1380570770150146049,2021-04-09 17:18:16,0,Amsterdam,2021-04-09,"if the deniers get heavy covid_19 they want to go to hospital. but there is hardly any space or care there already. without measures we would have had at least 200,000 dead. showing solidarity with care workers seems to be difficult.",0.188,0.593,0.219,0.2023,positive
49227,"Halbe Hibma, 35, achtergrond in Life Sciences, docent Natuurkunde/Scheikunde",den haag,"nu zelfs jonge, zwangere vrouwen met corona op intensive care: ‘dit gaat niet goed’ voor hen die tegen de #coronamaatregelen zijn... #covid19nl",1380570044674019328,2021-04-09 17:15:23,0,Den Haag,2021-04-09,"now even young, pregnant women with corona in intensive care: ""this is not going well"" for those who are against the #corona measures ... # covid19nl",0.065,0.821,0.114,0.3369,positive
49234,"Afvallige met heimwee. Alleenstaande vader met voltijdsbaan in vliegtuigen, mantelzorger. Leer Russisch. Fan van Elliott Smith en Мельница. Liever u dan jij.","jordaan, amsterdam","mee eens, maar covid-19 heeft op dit moment het probleem van de exponentiele groei bij het loslaten van de lockdown. en ten tweede is het probleem heel erg tijdelijk want de vaccinaties verlopen nu in een redelijk tempo van 400.000 mensen per week.",1380569837504753666,2021-04-09 17:14:33,0,Amsterdam,2021-04-09,"Agree, but Covid-19 currently has the problem of exponential growth when letting go of the lockdown. and second, the problem is very, very temporary, because vaccinations are now proceeding at a reasonable rate of 400,000 people per week.",0.157,0.729,0.114,-0.4497,negative
49236,"Lokale afdeling van @voltnederland en @volteuropa. Klaar voor #tweedekamer2021!💜
Met wekelijkse takeovers van Rotterdamse kandidaat #16 @sarahdekoff",rotterdam,het openbaar vervoer staat onder druk door corona. de rotterdamse raad heeft een motie aangenomen waarin wordt gevraagd om extra investeringen in het ov in de regio rotterdam-den haag. volt rotterdam is ook voor een goed en betaalbaar openbaar vervoer! #stemvolt #gr2022,1380569776003682306,2021-04-09 17:14:19,4,Rotterdam,2021-04-09,public transport is under pressure due to corona. the rotterdam council has passed a motion asking for extra investments in public transport in the rotterdam-the hague region. volt rotterdam is also for good and affordable public transport! #vote # gr2022,0.053,0.87,0.077,0.2481,positive
49247,Angstige mensen worden wappie. Realisten balen van de realiteit in Corona tijd.,"rotterdam, nederland","ik ben toch wel erg blij dat ong. 0,01% van de nederlandse bevolking weet wat de wereld fout doet in de aanpak van corona. toch wel balen dat die andere 99,99% niet gewoon even doen wat de wappies willen toch. is dat democratie?",1380569527935758342,2021-04-09 17:13:19,0,Rotterdam,2021-04-09,I am very happy that about 0.01% of the Dutch population knows what the world is doing wrong in the approach to corona. It's a pity that the other 99.99% don't just do what the wappies want anyway. is that democracy?,0.116,0.768,0.116,-0.0018,neutral
49250,Man,den haag,#devooravond de politie-agent noemt het afrossen van corona- demonstranten 'contact met de burger'.,1380569380229160963,2021-04-09 17:12:44,0,Den Haag,2021-04-09,#deveve the police officer calls the harassment of corona protesters 'contact with the citizen'.,0.31,0.69,0.0,-0.6597,negative
49262,🤠🍞🍲🍻”Wereld’burger  Liefhebber van Food.,amsterdam,en ik me maar steeds netjes aan de corona regels houden😢,1380569045121007618,2021-04-09 17:11:24,0,Amsterdam,2021-04-09,and I always adhere to the corona rules😢,0.0,1.0,0.0,0.0,neutral
49274,Angstige mensen worden wappie. Realisten balen van de realiteit in Corona tijd.,"rotterdam, nederland","ik ben toch wel erg blij dat ong. 0,01% van de nederlandse bevolking weet wat de wereld fout doet in de aanpak van corona. toch wel balen dat die andere 99,99% niet gewoon even doen wat de wappies willen toch. is dat democratie?",1380568661522518029,2021-04-09 17:09:53,0,Rotterdam,2021-04-09,I am very happy that about 0.01% of the Dutch population knows what the world is doing wrong in the approach to corona. It's a pity that the other 99.99% don't just do what the wappies want anyway. is that democracy?,0.116,0.768,0.116,-0.0018,neutral
49285,"Astronomer, software developer, entrepreneur, writer, AI engineer, cycle racer, art collector","amsterdam, the netherlands","er zijn meer ic-bedden nodig voor covid. laten we dus nog even stoppen met vaccineren, en vooral wat langzamer vaccineren.",1380568183564820481,2021-04-09 17:07:59,0,Amsterdam,2021-04-09,"more ic beds are needed for covid. so let's stop vaccinating for a while, and especially vaccinate a little more slowly.",0.121,0.879,0.0,-0.3566,negative
49290,Journalist @Nieuwsuur | Dutch public TV | covering: disinformation & tech | extremism | crisis-area’s |Anonimo's: ignore | Whatabouters: block | Spammers: block,"amsterdam, the netherlands",het houdt maar niet op: de vierde tegel-nominatie voor deze keer voor de corona-reportages van collega in verschillende europese landen. onze andere nominaties hier:,1380568003780214785,2021-04-09 17:07:16,2,Amsterdam,2021-04-09,it doesn't stop: the fourth tile nomination for this time for the corona reports of colleagues in various european countries. our other nominations here:,0.0,0.924,0.076,0.2235,positive
49304,opleidingsmanager Verpleegkunde |lector integratie psychiatrische en somatische zorg | Hogeschool van Amsterdam,"amsterdam, nederland","vaccineer zorgpersoneel nu - kan écht niet hoor, dat verpleegkundigen én stagiaires op covid afdelingen invallen of stage lopen en niet gevaccineerd zijn.",1380567051761287170,2021-04-09 17:03:29,2,Amsterdam,2021-04-09,"Vaccinate healthcare personnel now - it really is not possible, that nurses and interns are raiding or doing an internship on Covid wards and are not vaccinated.",0.0,1.0,0.0,0.0,neutral
49305,"Nieuwschef De Telegraaf. Twittert op persoonlijke titel vooral brekend nieuws, groot nieuws, opmerkelijk nieuws, grappig nieuws, bizar nieuws en sportnieuws",amsterdam,reproductiegetal corona voor eerst sinds eind februari onder de 1,1380566993980506117,2021-04-09 17:03:15,1,Amsterdam,2021-04-09,Corona reproduction number for the first time since the end of February below 1,0.0,0.902,0.098,0.0772,positive
49324,nieuwsgierig en realist. vader en singel😇,"rotterdam, nederland",oh ja dorade blijft ook mijn favorite vis🍷💋. je kan het goed klaar maken🍷⚘ . en je hebt gelijk brigitte. corona gooit roet in het eten. hoop over 2 weken alles weer normaal wordt 🍷🥰😘,1380566410619916298,2021-04-09 17:00:56,0,Rotterdam,2021-04-09,oh yes sea bream also remains my favorite fish🍷💋. you can prepare it well🍷⚘. and you're right brigitte. corona throws a spanner in the works. hope in 2 weeks everything will be back to normal 🍷🥰😘,0.0,0.783,0.217,0.8225,positive
49329,"Hardwerkende mama van de 2 leukste meiden. Dertiger. Politiek. Niet links, niet rechts. Onderwijs. Single. IQ & EQ. Humor en zelfspot. Eigenwijs.","amsterdam, nederland","kippenvel... in 2009 heb ik ook moeten vechten voor mijn leven toen ik 7 maanden zwanger was en de mexicaanse griep opgelopen had. #covid19 nu zelfs jonge, zwangere vrouwen met corona op intensive care: ‘dit gaat niet goed’",1380566304931864579,2021-04-09 17:00:31,1,Amsterdam,2021-04-09,"goosebumps ... in 2009 I also had to fight for my life when I was 7 months pregnant and had contracted swine flu. # covid19 now even young, pregnant women with corona in intensive care: ""this is not going well""",0.166,0.758,0.076,-0.4242,negative
49350,Muziek en Technologie student aan HKU / Muziekproducer / Songwriter / Tweet vooral over ADO,den haag,adekanye afwezig? corona of ongemotiveerd? ik ben benieuwd.,1380565543640576004,2021-04-09 16:57:29,0,Den Haag,2021-04-09,adekanye absent? corona or unmotivated? I'm curious.,0.274,0.497,0.229,-0.1179,negative
49372,"Clowns to the left of me, Jokers to the right, here I am, Stuck in the middle with you",utrecht,met uitzicht op d' olle grieze in de auto tapas eten en een fles spaanse wijn aan de mond zetten; uit eten in corona tijd.,1380564493651095557,2021-04-09 16:53:19,1,Utrecht,2021-04-09,eating tapas in the car with a view of d 'olle grieze and mouthing a bottle of Spanish wine; eating out in corona time.,0.0,1.0,0.0,0.0,neutral
49383,Officieel Twitteraccount van het AD Utrechts Nieuwsblad. Tips? Mail un.stad@ad.nl.,"vredenburg 24, utrecht","nu zelfs jonge, zwangere vrouwen met corona op intensive care: ‘dit gaat niet goed’",1380564000925175815,2021-04-09 16:51:22,65,Utrecht,2021-04-09,"now even young, pregnant women with corona in intensive care: ""this is not going well""",0.101,0.722,0.178,0.3369,positive
49408,"Mark Hopman (he/him | hij/hem)

🌹|❤️💚|🏴‍☠️|❤️🧡💛💚💙💜🤎🖤

No filter and very low nuance. 

Likes TTRPG, cooking, politics and activism, and animals.",rotterdam,ik bedacht me net - ik heb corona gehad. ik kan mondkapjes hergebruiken zonder vrees! 😳,1380563325558329354,2021-04-09 16:48:41,0,Rotterdam,2021-04-09,I was just thinking - I've had corona. I can reuse face masks without fear! 😳,0.0,0.79,0.21,0.4442,positive
49421,American violist in Amsterdam 🇺🇸🇪🇸🇳🇱🏳️‍🌈. He/him.,"amsterdam, netherlands",van mij: light at the end of the “corona” tunnel.,1380563005629423616,2021-04-09 16:47:24,0,Amsterdam,2021-04-09,van mij: light at the end of the “corona” tunnel.,0.0,1.0,0.0,0.0,neutral
49423,"Scenarist, moeder, Asperger, wappie, Heeft maar 1 maag, dus carnivoor.😘

Beoordeelt karakter en argumenten. 

Vreest CO2 en C19 niet.","amsterdam, nederland","dat zegt inderdaad heel veel. ik krijg het idee dat jij geen moment twijfelt aan de stroom aan corona-informatie die de msm en politiek je voert. ik twijfel, door het werk van oa ioannidis en simone gold wel. mainstream is geen metafoor voor waarlijk en eerlijk.",1380562787198468099,2021-04-09 16:46:32,0,Amsterdam,2021-04-09,"that says a lot indeed. I get the idea that you do not doubt for a moment the flow of corona information that the MSM and politics are feeding you. I have my doubts, because of the work of ioannidis and simone, it was true. mainstream is not a metaphor for true and fair.",0.039,0.783,0.178,0.7789,positive
49435,"Verpleegkundige en manager in de ouderenzorg.
Tweet op persoonlijke titel.","rotterdam, nederland",vergeet niet dat ook de druk op de vvt oploopt.. regio's hebben binnen de vvt covid cohort bedden om de ziekenhuizen te ontlasten ook daar loopt de druk al 6 maanden op. versoepelen.. ik begrijp er niets van 🙄,1380562397346340871,2021-04-09 16:44:59,0,Rotterdam,2021-04-09,"do not forget that the pressure on early childhood education is also increasing .. regions within the early childhood education covid cohort have beds to relieve the burden on hospitals there, too, the pressure has been mounting for 6 months. relax .. I don't understand anything about it 🙄",0.134,0.736,0.13,-0.0603,negative
49441,"Natuurliefhebber, geïnteresseerd in de energie transitie en in het bijzonder duurzame mobiliteit.",rotterdam,"gefeliciteerd, was een hele mooie serie! blijft interessant om te zien hoe landen in europa op hoofdlijnen de corona crisis het zelfde bestrijd maar in de details toch weer zo verschillend.",1380562221143629827,2021-04-09 16:44:17,0,Rotterdam,2021-04-09,"congratulations, was a very nice series! remains interesting to see how countries in europe are fighting the corona crisis in the same way, but in the details yet so different.",0.123,0.687,0.19,0.3266,positive
49461,"Hoogleraar Duitstalige literatuur en cultuur @uniutrecht Vader van vier en van ""Literatuur en film in het vreemdetalenonderwijs"" (2019)",utrecht (nl),#corona vergroot #duitse taal. leuk artikel van in overigens is #covidiot ook wijd verbreid in duitstalig gebied.,1380561568090427400,2021-04-09 16:41:42,0,Utrecht,2021-04-09,"#corona increases #german language. nice article by the way, #covidiot is also widespread in German-speaking area.",0.0,0.843,0.157,0.4215,positive
49466,Public Administration & Organization Science - head of department USBO - HRM - UU Rewards & Recognition Open Science - deviant innovator,"usbo, utrecht university",bedenk net (met biertje) een fantastisch post-corona activiteit met rebo collega's en : molentocht met een internationale collega. ik heb al een auto. wat denken jullie bald &amp; joop? de nl molen is van iedereen :-),1380561469079707657,2021-04-09 16:41:18,0,Utrecht,2021-04-09,just come up with (with beer) a fantastic post-corona activity with rebo colleagues and: mill tour with an international colleague. I already have a car. what do you guys think bald & amp; Joop? the nl mill belongs to everyone :-),0.0,0.856,0.144,0.7096,positive
49468,"Wat er in de wereld gebeurt, hebben we als krant niet in de hand. Hoe het gebracht wordt wel. Nieuwsbrief: http://t.co/a5MTu2ihI1. Vragen: @Webcare_Trouw","init, amsterdam",hoe snel lukt het om het vaccinatieschema zo om te gooien dat iedereen die dat wil begin juli is ingeënt tegen corona?,1380561432614481924,2021-04-09 16:41:09,3,Amsterdam,2021-04-09,how quickly will it be possible to change the vaccination schedule so that everyone who wants to be vaccinated against corona at the beginning of July?,0.0,1.0,0.0,0.0,neutral
49483,Skydiving || R | ggplot2 ||  Molecular Life Science || Podcast @signaalwaarde || In elke tweet staat wel een tikfout 🙃 🤷‍♂️,"amsterdam, the netherlands","vaccinatiegraad: we hebben nu geen idee meer! waarom? ""er is nog geen continue datastroom voor het aantal gevaccineerden door overige uitvoerders (ziekenhuizen en instellingen) en door huisartsen naar het landelijke registratiesysteem (cims)"" 🙄",1380561093660192773,2021-04-09 16:39:48,3,Amsterdam,2021-04-09,"vaccination coverage: we now have no idea! why? ""there is not yet a continuous data flow for the number of vaccinated people from other practitioners (hospitals and institutions) and by general practitioners to the national registration system (cims)"" 🙄",0.064,0.902,0.034,-0.2942,negative
49490,40 inmiddels | Utrecht | werkt aan en reist met openbaar vervoer | fotograferen | concerten | (trein)reizen naar gekke landen | wielrennen | politiek,utrecht,"de steun van het rijk blijft ook niet voor altijd, maar is vooral bedoeld om de dip nu en volgend jaar op te vangen en die negatieve spiraal te voorkomen. ondertussen werken aan het ov van de wereld na corona.",1380560978581069826,2021-04-09 16:39:21,0,Utrecht,2021-04-09,"the support of the state will not last forever, but is mainly intended to absorb the dip now and next year and to prevent that negative spiral. meanwhile working on public transport in the world after corona.",0.12,0.809,0.071,-0.6187,negative
49494,"Tries to travel the world by train, but due to a lack of money didn't get much further than Europe so far. #Trainfreak from #Utrecht, NL
Manages #WorldonRails","utrecht, netherlands","ik tref de laatste tijd opvallend veel volle #prullenbakken in treinen. zitten de #schoonmakers thuis met #corona, zijn deze #wegbezuinigd of is er iets anders aan de hand?",1380560787371081733,2021-04-09 16:38:35,0,Utrecht,2021-04-09,"I've been seeing a striking number of full trash cans in trains lately. are the #cleaners at home with #corona, are these #cuts down or is something else going on?",0.0,0.956,0.044,0.0772,positive
49496,"Medewerker @RaamopRusland, @nrc en @UniLeiden. Auteur politieke biografie Hans van Mierlo. Geen plek voor anonymi, pseudonymi en trollen. 🇳🇱🇷🇺🇪🇺","amsterdam, nederland",2/2. deze verkiezingen ten tijde van corona waren sowieso al problematisch. avondklok e.a. maatregelen belemmerden ordentelijke campagne.,1380560760082956291,2021-04-09 16:38:29,0,Amsterdam,2021-04-09,2/2. these elections during the time of corona were already problematic anyway. curfew and other measures hindered an orderly campaign.,0.132,0.868,0.0,-0.4404,negative
49497,Black Lives Matter. Inclusivity and intersectionality. No one is free until we are all free. Rutte is persoonlijk verantwoordelijk.,amsterdam,"wat weet jij te bedenken met #rutteverantwoordelijk voor? we hebben nog zorg, onderwijd, corona, ggz, wmo, moria, wat nog meer?",1380560698326011905,2021-04-09 16:38:14,0,Amsterdam,2021-04-09,"what do you know to come up with #ruttresponsible for? we still have care, education, corona, mental health care, social support services, moria, what else?",0.0,0.699,0.301,0.8577,positive
49525,Man,den haag,#op1 het wordt steeds duidelijker dat het sputnikv vaccin door het corona- tinnef geweerd wordt.,1380559522289307651,2021-04-09 16:33:34,0,Den Haag,2021-04-09,# op1 it is becoming increasingly clear that the sputnikv vaccine is being banned by the coronet female.,0.146,0.728,0.126,-0.1027,negative
49530,Allround Entertainer,amsterdam,"ik wil dit niet eens zozeer voor mezelf, maar besef dat ik elke dag ongeveer 30 patiënten aan moet raken die echt geen covid erbij kunnen hebben.",1380559320224514052,2021-04-09 16:32:46,0,Amsterdam,2021-04-09,"I don't even want this so much for myself, but realize that I have to touch about 30 patients every day who really can't have a covid with them.",0.043,0.957,0.0,-0.0286,neutral
49533,De leukste thuis,utrecht,"als er geen corona bestond,en als er geen formatie perikelen waren,zou ik wel eens willen weten waar al die talkshows het dan over zouden hebben.",1380559243758157829,2021-04-09 16:32:27,0,Utrecht,2021-04-09,"if there was no corona, and if there were no formation troubles, I would like to know what all those talk shows would be talking about.",0.239,0.68,0.081,-0.5994,negative
49563,"Fractievertegenwoordiger CDA gemeenteraad Amsterdam commissie Zorg, Jeugdzorg en Sport. Revalidatiearts. Voor menselijke zorg en eerlijke erfpacht.",amsterdam,"jongeren die in covid tijd in de knoei komen, door eenzaamheid, dan opgenomen moeten worden en ergens aan de andere kant van het land terecht komen, alleen, ver van hun familie en vrienden.",1380558024021016578,2021-04-09 16:27:37,0,Amsterdam,2021-04-09,"young people who get in trouble in covid time, because of loneliness, then have to be admitted and end up somewhere on the other side of the country, alone, far from their family and friends.",0.179,0.714,0.107,-0.4588,negative
49576,"In a time of deceit, telling the truth is a revolutionary act. - George Orwell","utrecht, the netherlands","meer en meer staten schaffen de regels af en het aantal corona-slachtoffers blijft maar dalen... lees je even mee,",1380557681010819075,2021-04-09 16:26:15,1,Utrecht,2021-04-09,"more and more states are abolishing the rules and the number of corona victims keeps falling ... read on,",0.184,0.755,0.061,-0.3818,negative
49579,"From illustration, design, dance, publishing, to study of disinformation spread by our governments, news media and social media, that leads to misery and war.","amsterdam, nl",begrijp je de woorden van die huisarts? dat niet roken je als 63 jarige minder kans geeft op overlijden door covid dan door het vaccin. dat niet dik worden je als 63 jarige minder kans geeft op overlijden door covid dan door het vaccin. dat niet roken én niet dik worden...,1380557607354646528,2021-04-09 16:25:57,0,Amsterdam,2021-04-09,do you understand the words of that doctor? that not smoking as a 63 year old gives you less chance of dying from Covid than from the vaccine. that not getting fat as a 63 year old gives you less chance of dying from covid than from the vaccine. that don't smoke and don't get fat ...,0.0,0.939,0.061,0.343,positive
49596,"Treat me Nice & I Will Treat You Better ,treat me Bad ,& I Will Treat you Worse !","amsterdam, nederland",italië meldt 487 doden en 17.221 nieuwe gevallen in de afgelopen 24 uur. ➡ tweet vertalen,1380557095003684864,2021-04-09 16:23:55,0,Amsterdam,2021-04-09,"Italy reports 487 deaths and 17,221 new cases in the last 24 hours. ➡ translate tweet",0.0,1.0,0.0,0.0,neutral
49626,"#Dutch Newsjunkie - Local #US usd to be #Syria, Middle East
'cave dweller'. Vegetarian. FACTS matter
Journalism study drop-out
#OldSchool  eet chips met n lepel","utrecht, the netherlands","mn 1e echte ffp2 mondmasker van de laatste keer dat ik mijn vader kon- bezoeken, 21 april hij had geen covid, maar ik moest in een auto met een ander mens om hem te zien, de hyperventilatie aanval zal ik nooit meer vergeten, van het laatste bezoek weet ik weinig meer, helaas",1380555747461902337,2021-04-09 16:18:34,0,Utrecht,2021-04-09,"my 1st real ffp2 mouth mask of the last time I could visit my father, April 21st he had no covid, but I had to go in a car with another person to see him, I will never forget the hyperventilation attack, from it last visit I don't remember much, unfortunately",0.11,0.803,0.087,-0.2953,negative
49627,"#JeSuisWappie 
#WappieAlert
#WappieLand #OnderKofferAllochtoon",amsterdam/sicilia bedda,"holy moly, wat ongelooflijk erg!! ik probeer met vrouw en macht mijn moeder er vanaf te praten maar het lukt niet. ik ben banger (voor haar) voor die prik dan voor corona. gecondoleerd! sterkte 💜",1380555730189742087,2021-04-09 16:18:30,0,Amsterdam,2021-04-09,"holy moly, how unbelievably bad !! I try to talk to my wife and my mother about it, but it doesn't work. I'm more afraid (of her) for that shot than for corona. sorry for your loss! strength 💜",0.171,0.734,0.096,-0.334,negative
49628,Vak S,"rotterdam, nederland",corona de nieuwe soa,1380555659960270852,2021-04-09 16:18:13,0,Rotterdam,2021-04-09,corona the new STD,0.0,1.0,0.0,0.0,neutral
49655,heeft een beveiligingsbedrijfje gehad- sedert 2012 uit het vak gestapt - twitter just voor fun :-),amsterdam,"zojuist op het nieuws, veel afmeldingen 60+ voor az ,eind van de maand komt er meer dan voldoende andere vaccins om iedereen te prikken maar 60+ blijft az krijgen 😏nou geef mijn prik maar aan uw ouders, ik heb ook afgebeld #astrazeneca #corona",1380554591536824321,2021-04-09 16:13:58,0,Amsterdam,2021-04-09,"just on the news, many cancellations 60+ for az, at the end of the month there will be more than enough other vaccines to inject everyone but 60+ keeps getting az 😏 well give my injection to your parents, I also canceled #astrazeneca # corona",0.0,0.939,0.061,0.3919,positive
49667,"Jouw dagelijkse dosis Rotterdam krijg je via OPEN Rotterdam! Op tv met het dagelijkse tv-magazine 010nu en meer, via social media en op http://t.co/7NdNWqHMdr.","rotterdam, netherlands",jongeren tussen de 14 en de 27 jaar opgelet! met een nieuw initiatief kunnen rotterdamse jongeren ideeën insturen bij over nieuwe ontmoetingswijzen in deze corona periode. #open010 #rotterdam,1380554130951929879,2021-04-09 16:12:08,6,Rotterdam,2021-04-09,"young people between the ages of 14 and 27 pay attention! With a new initiative, young people from Rotterdam can submit ideas about new ways of meeting in this corona period. # open010 #rotterdam",0.052,0.948,0.0,-0.1759,negative
49687,"Nieuwsjunk|Sociaal bewogen liefhebber van diesel- en benzineslurpers uit de USA, S en F |Tolerante gristenhond| Connaisseur van muziek en platte NL films.",netherlands (utrecht),de journaals openen weer met 'corona'. wat als we gewoon eens een paar dagen gaan 'coronaminderen'? #nosjournaal #rtlnieuws,1380553259560108033,2021-04-09 16:08:41,0,Utrecht,2021-04-09,the journals open again with 'corona'. what if we just go 'corona reduction' for a few days? #nosjournaal #rtlnieuws,0.0,1.0,0.0,0.0,neutral
49696,Spreekt vrijuit; dat is ook uw grondrecht maar niet mogelijk op Twitter & Facebook daarom verlaat ik ze zodra mij dat schikt. https://t.co/oZEJ2lbyJU,"amsterdam, the netherlands","doet niet anders. maar goed, wie had anders verwacht? kijk eens naar de info op bijgaande plaatjes. hugo danst naar de pijpen van farmaceuten want ieder integer persoon zou al lang al korte metten gemaakt hebben met de corona hysterie.",1380552774757273602,2021-04-09 16:06:45,1,Amsterdam,2021-04-09,"does no different. but hey, who would have expected otherwise? take a look at the info on the accompanying pictures. hugo dances to the tune of pharmaceutical companies because any honest person would have already made short work of the corona hysteria for a long time.",0.107,0.806,0.087,0.0,neutral
49704,"SI VIS PACEM, PARA BELLUM.🐾","amsterdam, nederland","whahaha nou dat gaat hem ook niet worden dus , jongens leer er gewoon mee leven en alles open corona is here to stay 😋😂🙏",1380552400436613127,2021-04-09 16:05:16,0,Amsterdam,2021-04-09,"whahaha well that's not going to be him either, guys just learn to live with it and everything open corona is here to stay 😋😂🙏",0.0,0.92,0.08,0.2732,positive
49714,"Intens gelukkig met @JPFGroot aka de #vinexmeneer, #TerrorEdje en #ObesiSammie in #020West. Fröbel er op los in mijn eigen Fröbelfabrique. Als het zo uitkomt.",amsterdam,volgens mij een corona hobby. mensen beschilderen stenen en laten ze zwerven. iemand vindt zo’n steen en wordt dan blij. of zo. schattig. ik heb er niks mee,1380552081799573507,2021-04-09 16:04:00,0,Amsterdam,2021-04-09,I think a corona hobby. people paint stones and let them roam. someone finds such a stone and then becomes happy. or so. cute. I have nothing to do with it,0.0,0.781,0.219,0.7902,positive
49717,"Complicated processes are often much easier explained in images than in words. Your message comes across better, quicker and in a more durable way. Picture your",amsterdam,meer amsterdamse gezinnen in armoede in corona-tijd via magazine,1380551956960313347,2021-04-09 16:03:30,0,Amsterdam,2021-04-09,more amsterdam families in poverty in corona time via magazine,0.268,0.732,0.0,-0.5106,negative
49718,"Amsterdam, Bonn | Boats, Bikes, Trains & Climate action",amsterdam,hier is een logistieke operatie:,1380551933555998720,2021-04-09 16:03:25,0,Amsterdam,2021-04-09,here's a logistics operation:,0.0,1.0,0.0,0.0,neutral
49737,"NTvG is een Nederlandstalig weekblad dat het beste Nederlandse geneeskundig onderzoek publiceert, nadat het door erkende vakgenoten is beoordeeld.",amsterdam,bmi is een onafhankelijke oorzakelijke risicofactor voor ziekenhuisopname vanwege covid-19. dat laat en studie op basis van mendeliaanse randomisatie zien. *volg ook ons covid-19 dossier:,1380551244083818498,2021-04-09 16:00:40,1,Amsterdam,2021-04-09,BMI is an independent causal risk factor for hospitalization due to covid-19. that shows a study based on Mendelian randomization. * also follow our covid-19 file:,0.084,0.916,0.0,-0.2732,negative
49743,"RT = Endorsementering in literaire zin
Feilbaar Nederlands
Falend Engels
Beter Duits
L.F.Céline's Frans😰

Theïst!
Jezus joodse grondlegger
Christendom",rotterdam-delft,de corona-crisis kwam plotseling ... ja sommigen hadden hem voorspeld ... maar wie luistert daar echt naar als je nix kan doen? een onverwachte voedselcrisis in de wereld ... daar wil ook niemand aan denken. natuur of oorlog. wij kunnen dan hopelijk 17 miljoen mensen voeden.,1380551022276403201,2021-04-09 15:59:47,1,Rotterdam,2021-04-09,the corona crisis came suddenly ... yes some had predicted it ... but who really listens to that when you can do nothing? an unexpected food crisis in the world ... nobody wants to think about that either. nature or war. hopefully we can then feed 17 million people.,0.215,0.699,0.086,-0.8793,negative
49748,"#Querdenker #  das schönste im Leben ist die Freiheit! . / #  Biertrinker/  # FVD, #PVV
Muttersprache.... die niederländische.","den haag, nederland","tja, wel enigszins herkenbaar maar er vanaf gaan levert niet veel meer innerlijke rust op zolang de nieuwsmeldingen rondom corona binnen blijven komen via de mainstream media!",1380550620369854468,2021-04-09 15:58:11,0,Den Haag,2021-04-09,"well, somewhat recognizable but going away from it does not provide much more inner peace as long as the news reports around corona continue to arrive via the mainstream media!",0.0,0.8,0.2,0.7911,positive
49779,"Schrijver, muzikant, vader, ‘lieverd’, rechts-handig, funshopper, gek op hobby’s. Levensmotto: ‘Je kunt beter rijk en gelukkig zijn dan arm en ziek’","amsterdam, the netherlands","voor mijn referentie, een vrouw van 25, is de kans op overlijden aan corona dus slechts 0,4 op 1 miljoen. daarvoor moet zij een jaar in lockdown en vervolgens een vaccin dat een tien keer hogere kans geeft op overlijden. the world has gone mad.",1380549072805842946,2021-04-09 15:52:02,0,Amsterdam,2021-04-09,"For my reference, a woman of 25, the chance of dying from corona is only 0.4 in 1 million. to do so, she has to be in lockdown for a year and then a vaccine that gives a ten times higher chance of death. the world has gone mad.",0.139,0.783,0.078,-0.6249,negative
49780,"IDTV founder Sarphatimedia founder Wintermedia : agency, 40up dance 40upradio! Visual artist: https://t.co/lDUKWeIVoy @eajg (cofounder) @haaretz @nrc @nytimes",europe amsterdam,700 miljoen voor experimenten ?? hoe ga je dat in godsnaam uitgeven en hebben we geen dringendere zaken om geld aan te besteden #viruswaanzin,1380549012760190976,2021-04-09 15:51:48,3,Amsterdam,2021-04-09,700 million for experiments ?? how the hell are you going to spend that and we have no more urgent things to spend money on #virus insanity,0.302,0.64,0.058,-0.8679,negative
49829,"Political scientist, coach of students & athletes, lecturer. Accept, adapt and move on! Olympian @London 2012 #fieldhockey🥈#FBR  Insta @lecturerJohnny",amsterdam the netherlands,ff lezen!,1380547063528706049,2021-04-09 15:44:03,0,Amsterdam,2021-04-09,ff read!,0.0,0.244,0.756,0.4753,positive
49848,"Nieuws dat verbazing, vertedering, verwondering wekt, of een glimlach losmaakt. Tips? Mail ons op nieuwsredactie@metronieuws.nl.",amsterdam,de corona-app bestaat zaterdag precies een half jaar. durf jij je kennis erover te testen? succes!,1380546464674353153,2021-04-09 15:41:41,0,Amsterdam,2021-04-09,the corona app has been around for exactly six months on Saturday. do you dare to test your knowledge about it? good luck!,0.0,0.772,0.228,0.7345,positive
49853,"Vragen over #coronavirus: 0800-1351 of https://t.co/gVCBlgtNmp. English: https://t.co/Fdj5OE6Kda. Vragen over beleid, wet- en regelgeving? Bel 1400",den haag,"handen wassen, afstand houden, thuisblijven en testen bij klachten. de basisregels helpen om besmetting van jezelf en anderen met corona te voorkomen. ook als je gevaccineerd bent. zo is er sneller meer mogelijk. meer informatie ⤵️ #alleensamen",1380546275628757000,2021-04-09 15:40:56,15,Den Haag,2021-04-09,"wash hands, keep your distance, stay at home and test for complaints. the basic rules help to avoid infecting yourself and others with corona. even if you have been vaccinated. this way more is possible faster. more information ⤵️ #alleenamen",0.11,0.83,0.061,-0.296,negative
